Key,CompanyName,OperatingAs,Latitude,Longitude,FullAddress,FSA,PhoneNumber,FAXNumber,WebAddress,LineOfBusiness,FacilitySize,IsImporter,IsExporter,IsManufacturing,LocationType,UltimateParent,Immediate Parent,FiscalYear-End,Revenue,TotalEmployees,Employee Growth (%),EmployeesThisLocation,MarketValue,Year of Founding,PrimaryIndustry,PrimaryNAICS,,Cluster
136481,Inland Concrete,,56.66923904,-111.252533,"Fort Mcmurray, Alberta, T9H 4V9",T9H,780-743-2180,,www.inlandconcrete.com,Division of CBR Cement Canada Members of Alberta Ready Mixed Concrete Association Peace River Alberta and Canadian Construction Association,1033,No,No,Yes,SINGLE_LOCATION,,,,0.093717,1,,1,,,Concrete & Masonry Contractors,238110,23,"Local Real Estate, Construction, and Development"
136649,Suncor Energy Inc,,56.66193771,-111.1723251,"Fort Mcmurray, Alberta, T9H 5B4",T9H,780-743-2834,,,,2142,No,No,Yes,BRANCH,Suncor Energy Inc,Suncor Energy Inc,,,,,1,,,Industrial Chemical Manufacturing,325180,32,Downstream Chemical Products
136692,Emco Corporation,Emco Waterworks,56.67071152,-111.3317871,"Fort Mcmurray, Alberta, T9H 5C6",T9H,780-713-2433,780-447-5512,www.emcobc.ca,ABS Pipe & Fittings Acrylics & Fibreglass Copper Pipe & Fittings Drains Faucets Fire Protection Fixtures Flush Valves & Institutional Brass Hand Showers Kitchen Sinks Pressure Pumps Parts & Supplies PVC Pipe & Fittings Rough Brass ...,3315,No,No,No,BRANCH,Hajoca Corporation,Emco Corporation,,,,,4,,,Wholesale Sector,423320,42,Distribution and Electronic Commerce
136719,Wesco Distribution Canada LP,Wesco,56.66808,-111.337201,"Fort Mcmurray, Alberta, T9H 5E2",T9H,780-799-4337,780-799-4475,www.wesco.ca,International electrical wholesale distributor of North American and European standard materials,3821,No,No,No,BRANCH,"Wesco International, Inc.",Wesco Distribution Canada LP,,,,,5,,,Electrical Products Wholesalers,423610,42,Distribution and Electronic Commerce
137025,Baker Hughes Canada Company,BJ Process & Pipeline Services div,56.76804352,-111.4232559,"Fort Mcmurray, Alberta, T9K 0K4",T9K,780-799-3327,780-799-3376,www.bakerhughes.com,Baker Hughes serves the worldwide oil and natural gas industry with reservoir consulting and products and services for drilling formation evaluation completion and production. We are a leading provider for high-performance technology that creates ...,8956,No,No,No,BRANCH,Baker Hughes Incorporated,Baker Hughes Canada Company,,,,,30,,,Commercial & Heavy Construction Contractors,237110,23,"Local Real Estate, Construction, and Development"
137027,Joy Global (Canada) Ltd,P & H MindPro Services,56.772536,-111.425373,"Fort Mcmurray, Alberta, T9K 0K4",T9K,780-791-4016,780-743-2540,www.minepro.com,,16469,No,No,No,BRANCH,Joy Global Inc.,Joy Global (Canada) Ltd,,,,,50,,,Wholesale Sector,423810,42,Distribution and Electronic Commerce
137095,Emco Corporation,,56.77641296,-111.417305,"Fort Mcmurray, Alberta, T9K 0T4",T9K,780-791-3626,,www.emcobc.ca,ABS Pipe & Fittings Acrylics & Fibreglass Copper Pipe & Fittings Drains Faucets Fire Protection Fixtures Flush Valves & Institutional Brass Hand Showers Kitchen Sinks Pressure Pumps Parts & Supplies PVC Pipe & Fittings Rough Brass ...,1378,No,No,No,BRANCH,Hajoca Corporation,Emco Corporation,,,,,1,,,"Electrical, Plumbing & Hardware Wholesalers",423720,42,Distribution and Electronic Commerce
137099,Hypower Systems,,56.77641296,-111.417305,"Fort Mcmurray, Alberta, T9K 0T4",T9K,780-791-1880,,www.hypower.com,HyPOWER Systems is a major western Canadian distributor of hydraulic and pneumatic systems and components.  We have 10 sales and service locations covering the territory from Manitoba to British Columbia.  We are an Eaton/Vickers Industrial and ...,19063,No,No,No,SINGLE_LOCATION,,,,8.50662,1,,1,,,Industrial Equipment Wholesalers,423830,42,Distribution and Electronic Commerce
137100,Newalta Corporation,,56.77641296,-111.417305,"Fort Mcmurray, Alberta, T9K 0T4",T9K,780-742-2580,,www.newalta.com,Newalta is a leading provider of innovative engineered environmental solutions that enable customers to reduce disposal enhance recycling and recover valuable resources from oil and gas exploration and production waste streams. We serve customers ...,3531,No,No,No,BRANCH,Newalta Corporation,Newalta Corporation,,,,,8,,,Solid Waste Services & Recycling,562920,56,Environmental Services
137167,Emco Corporation,Emco Waterworks,56.73415375,-111.4287338,"Fort Mcmurray, Alberta, T9K 1E2",T9K,403-317-4413,403-394-0359,www.emcobc.ca,ABS Pipe & Fittings Acrylics & Fibreglass Copper Pipe & Fittings Drains Faucets Fire Protection Fixtures Flush Valves & Institutional Brass Hand Showers Kitchen Sinks Pressure Pumps Parts & Supplies PVC Pipe & Fittings Rough Brass ...,2713,No,No,No,BRANCH,Hajoca Corporation,Emco Corporation,,,,,,,,Water & Sewer Utilities,221310,22,Construction Products and Services
137324,Shell Canada Limited,,56.73882,-111.469861,"Fort Mcmurray, Alberta, T9K 1X5",T9K,780-743-4312,780-743-4312,www.shell.ca,,1098,No,No,No,BRANCH,ROYAL DUTCH SHELL PLC,Shell Canada Limited,,,,,1,,,Gas Stations,447190,44,Local Motor Vehicle Products and Services
137980,TransAlta Corporation,Fort Saskatchewan Cogeneration Project,53.72951126,-113.0786514,"Fort Saskatchewan, Alberta, T8L 2P4",T8L,780-998-8092,780-998-8067,,TransAlta is a power generation and wholesale marketing company focused on creating long-term shareholder value. TransAlta maintains a low-to-moderate risk profile by operating a highly contracted portfolio of assets in Canada the United States and ...,3261,No,No,No,BRANCH,TransAlta Corporation,TransAlta Corporation,,,,,4,,,Electric Utilities,221118,22,Electric Power Generation and Transmission
138042,Bunge Canada,,53.72951126,-113.0786514,"Fort Saskatchewan, Alberta, T8L 2T4",T8L,780-998-1223,780-998-3357,www.bungecanadaaltona.com,CanAmera Foods (Fort Saskatchewan Location) is a canola crushing plant. Products produced are crude super-degummed canola oil and canola meal.,2142,No,No,Yes,BRANCH,Bunge Canada,Bunge Canada,,,,,1,,,Edible Oils Manufacturing,311225,31,Food Processing and Manufacturing
138175,Newalta Corporation,,53.7098,-113.192641,"Fort Saskatchewan, Alberta, T8L 3W5",T8L,780-998-1459,,www.newalta.com,Newalta is a leading provider of innovative engineered environmental solutions that enable customers to reduce disposal enhance recycling and recover valuable resources from oil and gas exploration and production waste streams. We serve customers ...,1345,No,No,No,BRANCH,Newalta Corporation,Newalta Corporation,,,,,,,,Solid Waste Services & Recycling,562920,56,Environmental Services
138191,Fort Saskatchewan Chamber of Commerce,,53.70985,-113.214471,"Fort Saskatchewan, Alberta, T8L 3Y1",T8L,780-998-4355,780-998-1515,www.fortsaskchamber.com,,2863,No,No,No,SINGLE_LOCATION,,,,0.331674,3,,3,,,Business & Professional Associations,813910,81,Local Community and Civic Organizations
138228,Shell Canada Limited,Scotford Complex,53.793029,-113.074849,"Fort Saskatchewan, Alberta, T8L 4A4",T8L,780-992-3600,403-992-3745,www.shell.ca,,70880,No,No,Yes,BRANCH,ROYAL DUTCH SHELL PLC,Shell Canada Limited,,,,,250,,,Petroleum Refining,324110,32,Oil and Gas Production and Transportation
138314,Pyramid Corporation,,53.70761,-113.192831,"Fort Saskatchewan, Alberta, T8L 4L1",T8L,780-992-1399,780-992-1628,,Pyramid Corporation has over 38 years of extensive electrical  instrumentation and metals manufacturing experience throughout  Canada in the petroleum petro chemical mining and wood products  sectors of industry.  Our firm offers a broad ...,15931,No,No,No,BRANCH,PTW Energy Services Ltd,Pyramid Corporation,,,,,60,,,Electronic Equipment Repair Services,811219,81,Local Industrial Products and Services
138553,Gibson Energy ULC,,54.39442825,-116.8045883,"Fox Creek, Alberta, T0H 1P0",T0H,780-622-3936,780-622-2003,www.gibsonenergy.com,Transportation of oil and gas products by truck pipelines etc.  Member of :  Alberta Trucking Assoc. Alberta Trucking Industry Safety Assoc.,3315,No,No,No,BRANCH,Gibson Energy Inc,Gibson Energy ULC,,,,,4,,,Petroleum & Petroleum Products Wholesalers,424720,42,Distribution and Electronic Commerce
138577,Newalta Corporation,,54.39442825,-116.8045883,"Fox Creek, Alberta, T0H 1P0",T0H,780-844-0504,,www.newalta.com,Newalta is a leading provider of innovative engineered environmental solutions that enable customers to reduce disposal enhance recycling and recover valuable resources from oil and gas exploration and production waste streams. We serve customers ...,1345,No,No,No,BRANCH,Newalta Corporation,Newalta Corporation,,,,,1,,,Solid Waste Services & Recycling,562920,56,Environmental Services
138612,Tervita Corporation,CCS Midstream Services,54.39442825,-116.8045883,"Fox Creek, Alberta, T0H 1P0",T0H,780-622-3355,780-622-3664,,Tervita is a leading environmental solutions provider. Our integrated earth water waste and resource solutions deliver safe and efficient results through all phases of a project by minimizing impact maximizing returns.™ Our dedicated employees ...,5597,No,No,No,BRANCH,Tervita Corporation,Tervita Corporation,,,,,15,,,Oil & Gas Field Services,213112,21,Oil and Gas Production and Transportation
138841,Weatherford Canada Partnership,B&W Products & Services,53.83248138,-113.3233795,"Gibbons, Alberta, T0A 1N0",T0A,,,,Weatherford International Ltd. is the fourth largest diversified upstream oilfield service company in the world.  Our broad portfolio of products and services offers everything for the life cycle of a well - from drilling evaluation completion ...,20387,No,No,Yes,BRANCH,Weatherford Canada Partnership,Weatherford Canada Partnership,,,,,,,,Oil & Gas Field Equipment Manufacturing,333132,33,Production Technology and Heavy Machinery
138913,Black Castle Industries Inc,Black Castle Industries,50.86551285,-113.0517654,"Gleichen, Alberta, T0J 1N0",T0J,403-734-1070,403-734-1072,www.blackcastle.ca,,5156,No,No,Yes,SINGLE_LOCATION,,,,0.410913,4,,4,,,Machinery Manufacturing,333999,33,Production Technology and Heavy Machinery
139056,Newalta Corporation,Newalta Gordondale,55.83332062,-119.5404816,"Gordondale, Alberta, T0H 1V0",T0H,780-353-3770,780-353-2100,www.newalta.com,Newalta is a leading provider of innovative engineered environmental solutions that enable customers to reduce disposal enhance recycling and recover valuable resources from oil and gas exploration and production waste streams. We serve customers ...,8159,No,No,No,BRANCH,Newalta Corporation,Newalta Corporation,,,,,,,,Solid Waste Services & Recycling,562920,56,Environmental Services
139090,Baker Hughes Canada Company,Baker Hughes,53.89053,-119.111141,"Grande Cache, Alberta, T0E 0Y0",T0E,780-827-2223,,www.bakerhughes.com,Baker Hughes serves the worldwide oil and natural gas industry with reservoir consulting and products and services for drilling formation evaluation completion and production. We are a leading provider for high-performance technology that creates ...,1378,No,No,No,BRANCH,Baker Hughes Incorporated,Baker Hughes Canada Company,,,,,1,,,Industrial Equipment Wholesalers,423830,42,Distribution and Electronic Commerce
139257,TransCanada,Bear Creek #2 (LBCSO),55.0703649,-118.6892396,"Grande Prairie, Alberta",Alb,,,,TransCanada is a leading North American energy company focused on natural gas transmission and power services.,,,,,,,TransCanada,,,,,,,,Energy Production,221112,22,Electric Power Generation and Transmission
139298,Jandel Homes,,55.15931,-118.786851,"Grande Prairie, Alberta, T8V 0B6",T8V,780-402-3170,780-402-3170,www.jandelhomes.com,Experienced | Trusted | Professional  Established in Edmonton in 1974 Jandel Homes has been retailing manufactured homes and modular / prefab structures for over 40 years. Today we are one of western Canada’s largest modular home retailers with ...,12960,No,No,No,SINGLE_LOCATION,,,,12.87211,49,,49,,,Recreational Vehicle Dealers,453930,45,Local Motor Vehicle Products and Services
139364,Suncor Energy Inc,,55.16783524,-118.7985535,"Grande Prairie, Alberta, T8V 0N5",T8V,780-539-2650,780-831-2963,,,11916,No,No,Yes,BRANCH,Suncor Energy Inc,Suncor Energy Inc,,,,,15,,,Petroleum Refining,324110,32,Oil and Gas Production and Transportation
139633,Stream Flo Industries,,55.21857452,-118.76017,"Grande Prairie, Alberta, T8V 0V7",T8V,780-532-1433,,,Manufacture and sales of valves and oilfield wellheads.,11227,No,No,No,SINGLE_LOCATION,,,,6.71245,45,,45,,,Oil & Gas Field Services,213112,21,Oil and Gas Production and Transportation
139671,Howey Law Office,,55.171516,-118.79183,"Grande Prairie, Alberta, T8V 0X7",T8V,780-539-0690,780-539-3813,,General Legal Practice.,2088,No,No,No,SINGLE_LOCATION,,,,0.165807,2,,2,,,Legal Services,541110,54,Local Commercial Services
139848,Gurevitch Burnham Law Office,,55.17606735,-118.7923737,"Grande Prairie, Alberta, T8V 1J4",T8V,780-539-3710,780-532-2788,www.grandeprairielaw.ca,Legal Practice.,6921,No,No,No,SINGLE_LOCATION,,,,1.15344,14,,14,,1983,Legal Services,541110,54,Local Commercial Services
140083,Toyz Game Emporium Inc,,55.180025,-118.794971,"Grande Prairie, Alberta, T8V 2N1",T8V,780-532-9650,780-532-9651,www.ultimategame.ca,Video Game Music CD DVD Anime and paintball Retailer.  Console repair and disc resurfacing.,2949,No,No,No,SINGLE_LOCATION,,,,0.302778,4,,4,,,Toy & Hobby Stores,451120,45,Local Entertainment and Media
140133,Weatherford Canada Partnership,BMW Products & Services Weatherford Artificial Lift Systems,55.22154236,-118.7880325,"Grande Prairie, Alberta, T8V 2P3",T8V,780-567-6250,780-538-3426,,Weatherford International Ltd. is the fourth largest diversified upstream oilfield service company in the world.  Our broad portfolio of products and services offers everything for the life cycle of a well - from drilling evaluation completion ...,16469,No,No,Yes,BRANCH,Weatherford Canada Partnership,Weatherford Canada Partnership,,,,,25,,,Oil & Gas Field Equipment Manufacturing,333132,33,Production Technology and Heavy Machinery
140135,Cunningham & Nathoo,,55.17031,-118.797931,"Grande Prairie, Alberta, T8V 2P4",T8V,780-513-6113,,,A CGA firm doing full range of financial an bookeeping services for all types of businesses.  Member of :  Certified General Accountants of Alberta,1184,No,No,No,SINGLE_LOCATION,,,,0.047382,1,,1,,,Accounting Services,541211,54,"Local Real Estate, Construction, and Development"
140184,MNP LLP,Myers Norris Penny,55.16994095,-118.8011246,"Grande Prairie, Alberta, T8V 2V4",T8V,780-831-1700,780-539-9600,www.mnptax.ca,MNP is one of the largest chartered accountancy and business consulting firms in Canada. For more than 65 years we have proudly served and responded to the needs of our clients in the public private and not-for-profit sectors. Through partner-led ...,17567,No,No,No,BRANCH,MNP LLP,MNP LLP,,,,,70,,,Accounting Services,541219,54,Local Commercial Services
140391,Pathmaker Service Co Ltd,,55.18625259,-118.8105545,"Grande Prairie, Alberta, T8V 2Z7",T8V,780-539-4872,780-539-5461,www.pathmaker.ca,Hotshotting core vans and power tongs for entire oil and gas industry.,2766,No,No,No,SINGLE_LOCATION,,,,0.374868,4,,4,,1980,Oil & Gas Field Services,213112,21,Oil and Gas Production and Transportation
140408,Weatherford Canada Partnership,,55.18625259,-118.8105545,"Grande Prairie, Alberta, T8V 2Z7",T8V,780-539-3411,780-538-2257,,Weatherford International Ltd. is the fourth largest diversified upstream oilfield service company in the world.  Our broad portfolio of products and services offers everything for the life cycle of a well - from drilling evaluation completion ...,44046,No,No,Yes,BRANCH,Weatherford Canada Partnership,Weatherford Canada Partnership,,,,,118,,,Oil & Gas Field Equipment Manufacturing,333132,33,Production Technology and Heavy Machinery
140639,Stantec Consulting Ltd,,55.1714859,-118.7919006,"Grande Prairie, Alberta, T8V 3N4",T8V,780-830-0578,,,The Stantec community unites more than 15000 employees working in over 250 locations. We collaborate across disciplines and industries to bring buildings energy and resource and infrastructure projects to life. Our work—professional consulting in ...,2379,No,No,No,BRANCH,Stantec Inc,Stantec Consulting Ltd,,,,,3,,,Engineering Services,541330,54,Business Services
140852,Grande Prairie Regional College,GPRC Bookstore,55.176159,-118.80759,"Grande Prairie, Alberta, T8V 4C4",T8V,780-539-2926,,www.gprc.ab.ca,,1098,No,No,No,BRANCH,Grande Prairie Regional College,Grande Prairie Regional College,,0.07897,,,1,,,Bookstores,451211,45,Local Entertainment and Media
